Climate_Zone,Season,Crop_Type,Crop_Growth_Stage,Stage_Duration_days,Soil_Type,Soil_pH,Soil_Moisture_pct,Organic_Carbon_pct,Electrical_Conductivity_dSm,Tmax_C,Tmin_C,Temperature_C,Humidity_pct,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Reference_ET0_mm_day,Crop_Coefficient_Kc
Wet,Maha,Maize,Initial,20,Sandy Loam,5.99,11.74,1.1,0.55,27.0,22.9,24.9,81.5,69.2,7.4,8.7,Furrow/Surface,Rainfed,1.06,No,3.01,0.3
Wet,Maha,Maize,Development,30,Sandy Loam,5.68,13.24,0.73,0.38,28.1,21.7,24.9,84.5,189.7,6.7,6.0,Furrow/Surface,Rainfed,1.06,No,3.64,0.75
Wet,Maha,Maize,Mid-season,35,Sandy Loam,4.89,14.49,0.56,0.35,28.5,23.2,25.9,81.9,191.6,4.9,7.4,Furrow/Surface,Rainfed,1.06,No,3.18,1.2
Wet,Maha,Maize,Late-season,15,Sandy Loam,6.15,14.88,1.11,0.49,28.9,23.9,26.4,79.3,159.4,6.5,7.7,Furrow/Surface,Rainfed,1.06,No,3.04,0.6
Dry,Yala,Paddy (Rice),Initial,20,Sandy,5.87,7.47,0.58,0.22,32.9,26.0,29.5,64.3,117.0,7.9,17.0,Drip,Minor Tank,1.42,No,4.39,1.05
Dry,Yala,Paddy (Rice),Development,30,Sandy,4.71,11.75,0.51,0.42,35.8,24.6,30.2,69.9,82.4,7.7,11.9,Drip,Minor Tank,1.42,No,5.62,1.1
Dry,Yala,Paddy (Rice),Mid-season,40,Sandy,5.92,12.6,0.37,0.8,36.1,25.7,30.9,69.8,59.8,7.5,14.3,Drip,Minor Tank,1.42,No,5.4,1.2
Dry,Yala,Paddy (Rice),Late-season,25,Sandy,4.93,12.6,0.22,0.32,35.7,25.5,30.6,73.6,61.0,8.4,13.5,Drip,Minor Tank,1.42,No,5.36,0.95
Dry,Yala,Big Onion,Initial,15,Loamy,5.69,16.99,1.02,0.45,32.6,23.9,28.2,58.6,12.8,8.3,7.7,Sprinkler,Rainfed,1.02,No,4.82,0.7
Dry,Yala,Big Onion,Development,25,Loamy,6.72,16.44,1.21,0.32,35.3,25.4,30.3,74.0,48.8,9.2,16.2,Sprinkler,Rainfed,1.02,No,5.32,0.9
Dry,Yala,Big Onion,Mid-season,35,Loamy,5.73,16.08,0.97,0.65,36.2,24.9,30.5,66.9,93.4,9.0,9.9,Sprinkler,Rainfed,1.02,No,5.6,1.05
Dry,Yala,Big Onion,Late-season,20,Loamy,6.83,16.87,1.0,0.84,35.3,23.0,29.2,84.9,71.8,8.4,14.1,Sprinkler,Rainfed,1.02,No,5.69,0.75
Dry,Yala,Maize,Initial,20,Sandy,5.53,6.86,0.62,0.36,33.9,22.8,28.3,75.1,36.0,7.7,14.1,Furrow/Surface,Major Tank,0.51,No,5.4,0.3
Dry,Yala,Maize,Development,30,Sandy,5.01,6.88,0.52,0.53,31.8,22.7,27.2,69.8,59.9,8.8,16.4,Furrow/Surface,Major Tank,0.51,No,4.69,0.75
Dry,Yala,Maize,Mid-season,35,Sandy,5.48,7.51,0.51,0.62,34.3,24.1,29.2,67.8,98.5,8.1,16.3,Furrow/Surface,Major Tank,0.51,No,5.06,1.2
Dry,Yala,Maize,Late-season,15,Sandy,5.75,7.34,0.54,0.59,33.4,24.1,28.7,66.6,0.0,8.7,14.2,Furrow/Surface,Major Tank,0.51,No,4.83,0.6
Intermediate,Yala,Paddy (Rice),Initial,20,Loamy,6.1,19.07,1.64,1.01,31.6,24.3,27.9,71.1,53.4,6.7,8.1,Furrow/Surface,Minor Tank,1.14,No,4.34,1.05
Intermediate,Yala,Paddy (Rice),Development,30,Loamy,6.15,20.92,1.43,0.61,31.7,22.5,27.1,85.9,67.1,7.7,7.8,Furrow/Surface,Minor Tank,1.14,No,4.7,1.1
Intermediate,Yala,Paddy (Rice),Mid-season,40,Loamy,6.49,22.51,1.12,0.51,30.3,22.4,26.3,69.4,48.5,9.4,7.6,Furrow/Surface,Minor Tank,1.14,No,4.18,1.2
Intermediate,Yala,Paddy (Rice),Late-season,25,Loamy,6.13,20.51,1.38,0.5,27.9,21.8,24.9,70.7,32.0,9.4,8.8,Furrow/Surface,Minor Tank,1.14,No,3.62,0.95
Dry,Maha,Green Gram,Initial,12,Clay,6.68,31.79,1.73,0.17,32.4,22.8,27.6,82.5,29.3,6.0,11.1,Furrow/Surface,River/Canal Diversion,3.63,Yes,4.86,0.4
Dry,Maha,Green Gram,Development,18,Clay,6.65,28.74,1.04,0.79,32.7,21.7,27.2,77.0,2.0,7.0,8.1,Furrow/Surface,River/Canal Diversion,3.63,Yes,5.02,0.75
Dry,Maha,Green Gram,Mid-season,22,Clay,6.19,26.18,1.49,0.61,31.8,22.2,27.0,76.1,42.3,5.9,9.9,Furrow/Surface,River/Canal Diversion,3.63,Yes,4.49,1.05
Dry,Maha,Green Gram,Late-season,13,Clay,6.4,23.99,0.91,1.31,29.2,22.9,26.1,77.8,18.6,9.0,8.9,Furrow/Surface,River/Canal Diversion,3.63,Yes,3.4,0.4
Dry,Maha,Chili,Initial,25,Loamy,6.25,21.61,0.75,0.64,31.1,22.4,26.8,76.5,46.4,5.9,10.6,Furrow/Surface,Major Tank,0.24,No,4.57,0.6
Dry,Maha,Chili,Development,35,Loamy,5.72,23.29,1.42,0.05,32.0,22.6,27.3,75.5,57.5,7.0,10.3,Furrow/Surface,Major Tank,0.24,No,4.57,0.85
Dry,Maha,Chili,Mid-season,60,Loamy,6.15,23.05,1.99,0.64,29.9,22.0,26.0,85.9,165.5,5.6,9.6,Furrow/Surface,Major Tank,0.24,No,3.8,1.05
Dry,Maha,Chili,Late-season,30,Loamy,6.3,23.56,1.57,1.08,31.3,24.4,27.9,79.5,153.5,7.9,4.6,Furrow/Surface,Major Tank,0.24,No,3.89,0.9
Intermediate,Maha,Paddy (Rice),Initial,20,Sandy Loam,5.81,10.45,0.75,0.59,27.2,18.0,22.6,77.9,149.2,6.7,4.4,Rainfed,Agro-well,1.97,Yes,4.25,1.05
Intermediate,Maha,Paddy (Rice),Development,30,Sandy Loam,6.1,14.78,0.54,0.28,27.6,19.1,23.3,78.9,223.7,6.0,7.7,Rainfed,Agro-well,1.97,Yes,3.99,1.1
Intermediate,Maha,Paddy (Rice),Mid-season,40,Sandy Loam,4.95,17.27,1.05,0.61,27.5,18.8,23.2,76.2,359.8,6.0,5.3,Rainfed,Agro-well,1.97,Yes,3.74,1.2
Intermediate,Maha,Paddy (Rice),Late-season,25,Sandy Loam,5.71,18.9,1.31,0.65,28.6,19.5,24.1,83.9,277.3,5.3,6.9,Rainfed,Agro-well,1.97,Yes,3.83,0.95
Wet,Yala,Big Onion,Initial,15,Sandy,4.48,7.68,0.4,0.3,30.5,23.4,26.9,77.8,120.3,7.4,6.8,Furrow/Surface,Minor Tank,1.61,No,4.2,0.7
Wet,Yala,Big Onion,Development,25,Sandy,4.84,10.16,0.25,0.19,29.7,25.9,27.8,90.7,114.1,6.2,9.5,Furrow/Surface,Minor Tank,1.61,No,3.1,0.9
Wet,Yala,Big Onion,Mid-season,35,Sandy,4.52,8.73,0.47,0.42,30.1,21.7,25.9,81.1,351.6,7.0,7.3,Furrow/Surface,Minor Tank,1.61,No,4.28,1.05
Wet,Yala,Big Onion,Late-season,20,Sandy,5.32,11.67,0.59,0.33,27.6,23.4,25.5,86.7,188.5,5.4,8.9,Furrow/Surface,Minor Tank,1.61,No,2.99,0.75
Dry,Maha,Big Onion,Initial,15,Sandy Loam,5.35,14.24,0.5,0.64,31.3,23.4,27.4,80.3,32.8,6.0,10.0,Drip,Major Tank,0.23,Yes,4.4,0.7
Dry,Maha,Big Onion,Development,25,Sandy Loam,5.81,14.99,1.1,0.73,31.5,20.1,25.8,84.0,117.5,6.9,8.4,Drip,Major Tank,0.23,Yes,4.9,0.9
Dry,Maha,Big Onion,Mid-season,35,Sandy Loam,5.82,13.24,0.86,0.52,31.7,21.8,26.8,79.4,190.4,5.0,5.8,Drip,Major Tank,0.23,Yes,4.35,1.05
Dry,Maha,Big Onion,Late-season,20,Sandy Loam,5.14,14.0,1.13,0.54,32.0,21.9,27.0,72.3,135.6,7.6,10.3,Drip,Major Tank,0.23,Yes,4.19,0.75
Wet,Maha,Maize,Initial,20,Clay,6.11,23.92,1.47,0.68,28.0,22.2,25.1,84.0,219.2,7.1,5.8,Rainfed,Major Tank,1.1,No,3.61,0.3
Wet,Maha,Maize,Development,30,Clay,6.37,32.9,1.26,1.21,27.1,21.6,24.3,81.8,255.9,5.3,5.1,Rainfed,Major Tank,1.1,No,3.31,0.75
Wet,Maha,Maize,Mid-season,35,Clay,6.06,36.75,1.34,0.84,28.2,21.1,24.7,78.1,121.6,5.5,8.2,Rainfed,Major Tank,1.1,No,3.56,1.2
Wet,Maha,Maize,Late-season,15,Clay,7.26,36.35,1.62,0.98,28.6,24.0,26.3,86.1,118.1,7.6,6.1,Rainfed,Major Tank,1.1,No,2.93,0.6
Wet,Maha,Maize,Initial,20,Sandy,5.42,9.31,0.43,0.54,28.7,22.8,25.7,87.4,40.6,5.7,5.8,Sprinkler,Major Tank,0.53,No,3.68,0.3
Wet,Maha,Maize,Development,30,Sandy,4.78,8.13,0.77,0.55,29.4,24.1,26.7,78.6,143.7,5.6,4.8,Sprinkler,Major Tank,0.53,No,3.44,0.75
Wet,Maha,Maize,Mid-season,35,Sandy,5.18,8.1,0.82,0.05,28.3,22.9,25.6,84.8,282.6,5.7,8.2,Sprinkler,Major Tank,0.53,No,3.17,1.2
Wet,Maha,Maize,Late-season,15,Sandy,4.86,12.6,0.56,0.05,27.7,21.1,24.4,88.0,0.0,7.5,7.4,Sprinkler,Major Tank,0.53,No,3.35,0.6
Intermediate,Maha,Green Gram,Initial,12,Sandy,4.91,7.17,0.27,0.09,29.7,18.1,23.9,79.6,4.6,7.2,8.1,Drip,Minor Tank,0.72,No,4.96,0.4
Intermediate,Maha,Green Gram,Development,18,Sandy,5.58,5.43,0.39,0.39,26.3,18.5,22.4,74.9,60.9,5.9,8.9,Drip,Minor Tank,0.72,No,3.82,0.75
Intermediate,Maha,Green Gram,Mid-season,22,Sandy,4.38,2.92,0.27,0.63,30.3,20.7,25.5,77.8,204.6,5.6,9.4,Drip,Minor Tank,0.72,No,4.42,1.05
Intermediate,Maha,Green Gram,Late-season,13,Sandy,5.29,3.3,0.46,0.28,28.6,19.1,23.9,77.5,59.2,6.1,6.4,Drip,Minor Tank,0.72,No,4.1,0.4
Wet,Yala,Big Onion,Initial,15,Sandy,5.61,7.61,0.52,0.4,29.6,23.4,26.5,84.2,0.0,6.2,11.5,Rainfed,River/Canal Diversion,2.51,No,3.88,0.7
Wet,Yala,Big Onion,Development,25,Sandy,5.73,6.77,0.46,0.17,28.1,23.8,25.9,83.4,371.7,8.7,9.2,Rainfed,River/Canal Diversion,2.51,No,3.13,0.9
Wet,Yala,Big Onion,Mid-season,35,Sandy,5.83,12.6,0.57,0.37,28.8,23.1,26.0,78.6,384.7,7.1,1.3,Rainfed,River/Canal Diversion,2.51,No,3.55,1.05
Wet,Yala,Big Onion,Late-season,20,Sandy,5.49,12.6,0.44,0.25,28.4,23.4,25.9,86.5,111.5,6.5,11.8,Rainfed,River/Canal Diversion,2.51,No,3.31,0.75
Intermediate,Yala,Big Onion,Initial,15,Clay,7.23,22.94,1.75,1.3,30.4,20.7,25.5,77.2,55.4,8.8,11.3,Sprinkler,Agro-well,0.27,Yes,4.75,0.7
Intermediate,Yala,Big Onion,Development,25,Clay,7.07,24.67,1.09,0.28,32.7,22.2,27.5,78.4,87.9,8.8,7.9,Sprinkler,Agro-well,0.27,Yes,5.11,0.9
Intermediate,Yala,Big Onion,Mid-season,35,Clay,6.9,25.85,1.48,1.14,30.2,20.6,25.4,72.8,172.4,8.2,6.7,Sprinkler,Agro-well,0.27,Yes,4.55,1.05
Intermediate,Yala,Big Onion,Late-season,20,Clay,6.43,27.36,1.25,1.13,31.1,20.8,25.9,75.2,87.2,8.0,12.1,Sprinkler,Agro-well,0.27,Yes,4.77,0.75
Dry,Maha,Tomato,Initial,20,Loamy,5.62,18.45,1.4,1.27,32.6,23.1,27.8,75.8,5.7,7.2,7.1,Furrow/Surface,Minor Tank,2.05,No,4.89,0.6
Dry,Maha,Tomato,Development,25,Loamy,5.62,17.61,1.55,0.92,30.9,21.2,26.0,75.6,69.6,5.9,6.3,Furrow/Surface,Minor Tank,2.05,No,4.56,0.9
Dry,Maha,Tomato,Mid-season,35,Loamy,5.76,17.54,0.94,0.41,29.1,22.8,26.0,82.7,319.6,6.0,5.6,Furrow/Surface,Minor Tank,2.05,No,3.45,1.15
Dry,Maha,Tomato,Late-season,20,Loamy,5.97,20.75,1.5,0.05,31.3,21.3,26.3,66.6,1.2,7.0,7.3,Furrow/Surface,Minor Tank,2.05,No,4.24,0.8
Dry,Maha,Big Onion,Initial,15,Loamy,6.41,20.5,0.59,0.75,31.7,22.5,27.1,79.9,104.8,7.4,7.2,Rainfed,River/Canal Diversion,0.27,No,4.71,0.7
Dry,Maha,Big Onion,Development,25,Loamy,5.59,22.59,0.62,0.34,30.6,22.0,26.3,75.3,80.7,6.5,10.8,Rainfed,River/Canal Diversion,0.27,No,4.34,0.9
Dry,Maha,Big Onion,Mid-season,35,Loamy,6.17,22.22,1.26,0.94,31.8,22.9,27.3,73.2,291.6,6.7,8.0,Rainfed,River/Canal Diversion,0.27,No,4.21,1.05
Dry,Maha,Big Onion,Late-season,20,Loamy,5.27,23.9,0.88,0.69,30.2,24.6,27.4,80.0,101.6,7.9,9.9,Rainfed,River/Canal Diversion,0.27,No,3.21,0.75
Wet,Yala,Paddy (Rice),Initial,20,Sandy Loam,5.7,18.79,0.94,0.58,29.7,23.4,26.5,84.3,102.7,7.7,9.4,Furrow/Surface,River/Canal Diversion,0.54,No,3.93,1.05
Wet,Yala,Paddy (Rice),Development,30,Sandy Loam,5.1,18.9,1.19,0.38,28.8,21.8,25.3,81.7,379.0,6.0,7.6,Furrow/Surface,River/Canal Diversion,0.54,No,3.92,1.1
Wet,Yala,Paddy (Rice),Mid-season,40,Sandy Loam,5.28,18.9,1.45,0.5,28.9,22.8,25.8,88.0,437.0,5.8,12.5,Furrow/Surface,River/Canal Diversion,0.54,No,3.64,1.2
Wet,Yala,Paddy (Rice),Late-season,25,Sandy Loam,5.63,18.9,0.33,0.87,29.2,23.2,26.2,82.5,99.3,6.6,8.3,Furrow/Surface,River/Canal Diversion,0.54,No,3.7,0.95
Dry,Maha,Maize,Initial,20,Sandy Loam,5.12,13.5,1.09,0.64,30.9,23.6,27.2,73.3,109.5,6.0,6.7,Furrow/Surface,Agro-well,2.86,No,4.19,0.3
Dry,Maha,Maize,Development,30,Sandy Loam,5.75,16.34,0.84,0.66,30.4,22.8,26.6,75.6,92.4,7.1,7.3,Furrow/Surface,Agro-well,2.86,No,4.03,0.75
Dry,Maha,Maize,Mid-season,35,Sandy Loam,6.23,14.22,0.72,0.61,30.8,21.2,26.0,81.2,89.8,7.9,6.6,Furrow/Surface,Agro-well,2.86,No,4.17,1.2
Dry,Maha,Maize,Late-season,15,Sandy Loam,5.35,14.36,0.85,0.6,33.0,22.9,28.0,82.6,107.8,6.7,6.7,Furrow/Surface,Agro-well,2.86,No,4.36,0.6
Intermediate,Yala,Maize,Initial,20,Loamy,5.23,20.95,1.61,0.73,30.6,20.5,25.6,65.6,81.4,8.0,10.0,Furrow/Surface,Major Tank,1.17,No,4.85,0.3
Intermediate,Yala,Maize,Development,30,Loamy,5.47,21.39,1.33,0.66,29.1,24.2,26.7,76.0,104.0,9.3,10.1,Furrow/Surface,Major Tank,1.17,No,3.38,0.75
Intermediate,Yala,Maize,Mid-season,35,Loamy,6.15,21.06,1.17,0.32,30.8,21.4,26.1,79.8,137.9,7.3,9.4,Furrow/Surface,Major Tank,1.17,No,4.52,1.2
Intermediate,Yala,Maize,Late-season,15,Loamy,5.52,22.7,1.37,0.8,31.3,20.9,26.1,73.4,28.1,7.6,13.7,Furrow/Surface,Major Tank,1.17,No,4.82,0.6
Dry,Yala,Tomato,Initial,20,Sandy,4.95,5.28,0.43,0.62,34.3,24.7,29.5,70.7,82.3,9.3,20.0,Furrow/Surface,Rainfed,2.36,No,5.19,0.6
Dry,Yala,Tomato,Development,25,Sandy,4.85,7.18,0.34,0.47,33.4,23.5,28.5,70.0,0.0,7.7,17.4,Furrow/Surface,Rainfed,2.36,No,5.09,0.9
Dry,Yala,Tomato,Mid-season,35,Sandy,5.41,6.67,0.77,0.27,34.3,24.2,29.3,70.6,18.6,8.2,10.6,Furrow/Surface,Rainfed,2.36,No,5.14,1.15
Dry,Yala,Tomato,Late-season,20,Sandy,5.36,6.21,0.67,0.12,36.4,23.9,30.2,59.0,0.0,7.4,11.3,Furrow/Surface,Rainfed,2.36,No,5.86,0.8
Dry,Yala,Chili,Initial,25,Sandy Loam,5.38,12.12,0.75,0.81,33.9,25.2,29.5,75.9,39.8,9.2,9.1,Furrow/Surface,Rainfed,0.39,No,4.94,0.6
Dry,Yala,Chili,Development,35,Sandy Loam,6.58,10.97,1.0,0.69,32.8,23.2,28.0,61.3,38.0,8.0,18.2,Furrow/Surface,Rainfed,0.39,No,4.91,0.85
Dry,Yala,Chili,Mid-season,60,Sandy Loam,5.41,12.47,1.0,0.53,33.7,24.6,29.2,74.4,98.7,7.2,13.8,Furrow/Surface,Rainfed,0.39,No,4.84,1.05
Dry,Yala,Chili,Late-season,30,Sandy Loam,6.25,13.5,0.9,1.05,34.7,23.1,28.9,63.7,102.6,8.9,15.1,Furrow/Surface,Rainfed,0.39,No,5.59,0.9
Wet,Maha,Tomato,Initial,20,Sandy Loam,5.83,9.36,0.67,0.71,29.4,23.3,26.3,80.0,164.4,6.4,8.0,Rainfed,Major Tank,0.94,No,3.8,0.6
Wet,Maha,Tomato,Development,25,Sandy Loam,5.37,14.65,0.95,0.72,27.5,23.8,25.7,86.7,57.6,5.5,5.0,Rainfed,Major Tank,0.94,No,2.83,0.9
Wet,Maha,Tomato,Mid-season,35,Sandy Loam,5.63,11.44,0.75,0.55,26.5,20.4,23.4,79.9,170.9,5.0,5.7,Rainfed,Major Tank,0.94,No,3.26,1.15
Wet,Maha,Tomato,Late-season,20,Sandy Loam,5.22,11.53,1.11,0.51,27.7,21.6,24.6,79.4,26.5,6.5,8.2,Rainfed,Major Tank,0.94,No,3.23,0.8
Wet,Maha,Maize,Initial,20,Loamy,6.51,21.59,0.86,0.66,27.8,23.2,25.5,77.0,0.0,6.4,7.5,Drip,Agro-well,1.15,Yes,3.21,0.3
Wet,Maha,Maize,Development,30,Loamy,5.29,18.4,1.24,0.57,29.0,22.8,25.9,79.2,44.2,6.7,6.9,Drip,Agro-well,1.15,Yes,3.62,0.75
Wet,Maha,Maize,Mid-season,35,Loamy,6.15,18.46,1.66,1.06,30.4,21.5,25.9,82.3,150.9,5.9,5.9,Drip,Agro-well,1.15,Yes,4.05,1.2
Wet,Maha,Maize,Late-season,15,Loamy,5.96,18.04,1.08,0.65,27.3,22.9,25.1,81.5,0.0,6.3,4.3,Drip,Agro-well,1.15,Yes,2.72,0.6
Intermediate,Yala,Paddy (Rice),Initial,20,Sandy,4.94,4.61,0.51,0.41,31.1,22.6,26.8,69.4,8.5,8.5,11.6,Sprinkler,River/Canal Diversion,4.31,Yes,4.61,1.05
Intermediate,Yala,Paddy (Rice),Development,30,Sandy,5.1,3.87,1.06,0.26,30.4,21.6,26.0,81.0,71.3,8.3,10.1,Sprinkler,River/Canal Diversion,4.31,Yes,4.46,1.1
Intermediate,Yala,Paddy (Rice),Mid-season,40,Sandy,5.55,3.56,0.61,0.19,30.2,22.3,26.3,77.2,152.8,7.2,8.4,Sprinkler,River/Canal Diversion,4.31,Yes,4.18,1.2
Intermediate,Yala,Paddy (Rice),Late-season,25,Sandy,4.93,4.67,0.5,0.49,29.7,22.1,25.9,66.6,138.4,7.0,9.6,Sprinkler,River/Canal Diversion,4.31,Yes,4.14,0.95
Intermediate,Maha,Tomato,Initial,20,Sandy,5.07,8.17,0.66,0.31,27.6,19.0,23.3,79.5,18.5,5.0,10.9,Furrow/Surface,Major Tank,1.71,No,4.17,0.6
Intermediate,Maha,Tomato,Development,25,Sandy,5.22,8.37,0.63,0.46,29.6,22.8,26.2,92.6,0.0,6.3,4.6,Furrow/Surface,Major Tank,1.71,No,3.84,0.9
Intermediate,Maha,Tomato,Mid-season,35,Sandy,5.69,8.17,0.98,0.66,28.5,20.0,24.3,90.1,156.9,7.5,9.4,Furrow/Surface,Major Tank,1.71,No,3.86,1.15
Intermediate,Maha,Tomato,Late-season,20,Sandy,5.08,8.68,0.72,0.24,29.8,18.9,24.4,87.4,72.9,7.2,9.7,Furrow/Surface,Major Tank,1.71,No,4.24,0.8
Dry,Yala,Green Gram,Initial,12,Sandy Loam,5.43,15.74,1.1,0.9,34.0,23.2,28.6,70.3,47.6,7.9,13.4,Furrow/Surface,Major Tank,0.42,Yes,5.41,0.4
Dry,Yala,Green Gram,Development,18,Sandy Loam,5.68,16.48,1.25,0.48,32.9,22.5,27.7,78.6,57.8,8.2,12.4,Furrow/Surface,Major Tank,0.42,Yes,5.14,0.75
Dry,Yala,Green Gram,Mid-season,22,Sandy Loam,5.72,16.23,0.52,0.43,35.9,23.8,29.9,58.0,19.2,6.1,8.5,Furrow/Surface,Major Tank,0.42,Yes,5.71,1.05
Dry,Yala,Green Gram,Late-season,13,Sandy Loam,5.53,15.5,0.88,0.82,34.5,24.8,29.7,77.4,31.6,9.2,8.9,Furrow/Surface,Major Tank,0.42,Yes,5.02,0.4
Dry,Maha,Big Onion,Initial,15,Loamy,6.31,16.9,0.91,0.52,32.6,22.8,27.7,85.2,165.3,5.5,12.3,Rainfed,Minor Tank,0.67,No,4.91,0.7
Dry,Maha,Big Onion,Development,25,Loamy,5.78,23.73,0.68,0.36,32.1,22.2,27.2,78.9,101.8,6.0,11.2,Rainfed,Minor Tank,0.67,No,4.76,0.9
Dry,Maha,Big Onion,Mid-season,35,Loamy,6.14,23.7,1.33,0.37,31.3,24.0,27.6,86.7,124.7,7.3,13.9,Rainfed,Minor Tank,0.67,No,3.84,1.05
Dry,Maha,Big Onion,Late-season,20,Loamy,5.87,22.86,1.19,0.87,31.0,21.4,26.2,81.6,101.8,5.4,12.1,Rainfed,Minor Tank,0.67,No,4.08,0.75
Intermediate,Yala,Big Onion,Initial,15,Loamy,6.02,17.79,1.4,0.34,31.8,22.9,27.4,62.4,0.0,8.5,11.9,Furrow/Surface,Agro-well,1.05,No,4.75,0.7
Intermediate,Yala,Big Onion,Development,25,Loamy,5.34,16.12,1.04,0.54,31.1,20.7,25.9,69.3,53.7,7.9,8.5,Furrow/Surface,Agro-well,1.05,No,4.91,0.9
Intermediate,Yala,Big Onion,Mid-season,35,Loamy,6.37,16.11,0.91,0.34,31.8,20.6,26.2,76.6,3.4,7.3,9.8,Furrow/Surface,Agro-well,1.05,No,5.01,1.05
Intermediate,Yala,Big Onion,Late-season,20,Loamy,5.89,15.77,1.74,0.6,31.8,21.4,26.6,62.2,84.7,6.6,13.3,Furrow/Surface,Agro-well,1.05,No,4.88,0.75
Dry,Yala,Big Onion,Initial,15,Loamy,5.98,12.73,1.5,0.05,35.1,24.2,29.7,67.3,22.5,7.2,14.0,Rainfed,Agro-well,1.16,No,5.55,0.7
Dry,Yala,Big Onion,Development,25,Loamy,6.31,12.97,1.29,0.91,35.1,24.2,29.7,67.8,0.0,9.2,9.5,Rainfed,Agro-well,1.16,No,5.47,0.9
Dry,Yala,Big Onion,Mid-season,35,Loamy,6.41,11.51,0.72,0.74,33.4,24.6,29.0,72.2,48.5,8.6,11.5,Rainfed,Agro-well,1.16,No,4.72,1.05
Dry,Yala,Big Onion,Late-season,20,Loamy,5.79,12.76,0.7,0.62,34.8,23.6,29.2,72.0,11.0,9.0,4.9,Rainfed,Agro-well,1.16,No,5.36,0.75
Wet,Yala,Tomato,Initial,20,Sandy Loam,5.73,11.11,0.98,0.54,27.6,23.4,25.5,82.4,270.1,6.1,9.0,Sprinkler,Rainfed,0.25,Yes,3.12,0.6
Wet,Yala,Tomato,Development,25,Sandy Loam,4.98,18.9,0.72,0.55,29.7,24.4,27.1,80.2,139.1,5.3,10.6,Sprinkler,Rainfed,0.25,Yes,3.51,0.9
Wet,Yala,Tomato,Mid-season,35,Sandy Loam,5.77,18.9,0.76,0.78,29.9,24.2,27.0,82.1,261.2,6.2,8.1,Sprinkler,Rainfed,0.25,Yes,3.59,1.15
Wet,Yala,Tomato,Late-season,20,Sandy Loam,5.71,18.9,0.2,0.25,29.5,22.5,26.0,80.8,336.9,6.2,9.6,Sprinkler,Rainfed,0.25,Yes,3.89,0.8
Intermediate,Maha,Big Onion,Initial,15,Sandy Loam,5.36,8.89,0.98,0.29,27.0,20.9,24.0,76.6,200.7,6.1,11.5,Furrow/Surface,Minor Tank,0.56,No,3.58,0.7
Intermediate,Maha,Big Onion,Development,25,Sandy Loam,5.56,15.91,0.74,0.68,29.2,18.2,23.7,96.8,284.4,6.7,6.7,Furrow/Surface,Minor Tank,0.56,No,4.66,0.9
Intermediate,Maha,Big Onion,Mid-season,35,Sandy Loam,5.52,18.9,0.89,0.38,28.3,19.7,24.0,78.2,311.3,6.0,9.4,Furrow/Surface,Minor Tank,0.56,No,3.92,1.05
Intermediate,Maha,Big Onion,Late-season,20,Sandy Loam,5.36,18.9,0.86,0.45,28.8,20.0,24.4,76.8,87.1,7.0,6.6,Furrow/Surface,Minor Tank,0.56,No,3.84,0.75
Dry,Yala,Big Onion,Initial,15,Clay,7.32,29.64,0.73,0.6,33.5,24.1,28.8,64.1,0.0,8.2,20.5,Sprinkler,Agro-well,0.6,No,5.03,0.7
Dry,Yala,Big Onion,Development,25,Clay,6.56,28.1,1.71,0.8,33.5,23.4,28.4,72.2,85.3,6.5,15.3,Sprinkler,Agro-well,0.6,No,5.05,0.9
Dry,Yala,Big Onion,Mid-season,35,Clay,5.86,29.95,1.62,0.85,33.4,23.8,28.6,66.5,105.0,7.7,11.5,Sprinkler,Agro-well,0.6,No,4.82,1.05
Dry,Yala,Big Onion,Late-season,20,Clay,7.01,31.32,1.57,0.56,34.2,24.6,29.4,62.8,15.2,8.3,9.9,Sprinkler,Agro-well,0.6,No,4.91,0.75
Intermediate,Maha,Chili,Initial,25,Sandy,5.32,12.6,0.59,0.21,27.9,16.6,22.3,79.6,255.4,8.1,5.9,Furrow/Surface,Minor Tank,0.83,No,4.65,0.6
Intermediate,Maha,Chili,Development,35,Sandy,5.16,12.6,0.49,0.3,29.7,20.8,25.3,83.7,183.7,5.5,7.8,Furrow/Surface,Minor Tank,0.83,No,4.22,0.85
Intermediate,Maha,Chili,Mid-season,60,Sandy,5.59,12.6,0.56,0.26,30.1,21.3,25.7,84.4,315.0,6.4,6.4,Furrow/Surface,Minor Tank,0.83,No,3.95,1.05
Intermediate,Maha,Chili,Late-season,30,Sandy,4.88,12.6,0.47,0.37,29.6,20.2,24.9,83.6,157.2,6.2,6.8,Furrow/Surface,Minor Tank,0.83,No,4.2,0.9
Dry,Maha,Green Gram,Initial,12,Loamy,5.81,17.5,0.81,0.68,32.2,21.0,26.6,71.8,61.4,6.8,12.7,Drip,River/Canal Diversion,0.1,No,5.12,0.4
Dry,Maha,Green Gram,Development,18,Loamy,5.59,18.71,1.47,0.61,32.8,21.5,27.2,74.4,167.4,8.1,5.4,Drip,River/Canal Diversion,0.1,No,5.07,0.75
