Field_Cycle_ID,District,Climate_Zone,Season,Crop_Type,Crop_Growth_Stage,Stage_Duration_days,Soil_Type,Soil_pH,Soil_Moisture_pct,Organic_Carbon_pct,Electrical_Conductivity_dSm,Tmax_C,Tmin_C,Temperature_C,Humidity_pct,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Reference_ET0_mm_day,Crop_Coefficient_Kc,Net_Irrigation_Requirement_mm,Gross_Irrigation_Requirement_mm
1841,Puttalam,Dry,Maha,Paddy (Rice),Late-season,25,Sandy,5.07,10.4,0.51,0.28,32.9,21.3,27.1,76.3,123.1,7.4,12.1,Furrow/Surface,River/Canal Diversion,0.4,No,160.9,4.59,0.95,0.0,0.0
1842,Ampara,Dry,Maha,Chili,Initial,25,Clay,6.24,35.47,1.84,0.38,31.5,23.3,27.4,77.0,45.4,6.3,10.8,Rainfed,Rainfed,1.26,No,11.8,4.46,0.6,10.8,
1842,Ampara,Dry,Maha,Chili,Development,35,Clay,6.45,34.41,1.05,0.97,32.4,23.1,27.8,82.5,1.1,5.9,5.5,Rainfed,Rainfed,1.26,No,10.8,4.56,0.85,82.9,
1842,Ampara,Dry,Maha,Chili,Mid-season,60,Clay,6.19,33.83,1.46,0.44,31.5,23.1,27.3,79.0,357.3,5.8,12.9,Rainfed,Rainfed,1.26,No,82.9,3.96,1.05,0.0,
1842,Ampara,Dry,Maha,Chili,Late-season,30,Clay,6.21,36.41,1.39,0.91,30.1,24.2,27.2,83.6,157.5,6.2,6.3,Rainfed,Rainfed,1.26,No,0.0,3.5,0.9,0.0,
1843,Trincomalee,Dry,Yala,Green Gram,Initial,12,Loamy,7.26,16.32,0.97,0.49,31.4,24.1,27.8,60.6,0.0,8.3,6.2,Furrow/Surface,River/Canal Diversion,1.09,No,5.2,4.36,0.4,13.6,24.7
1843,Trincomalee,Dry,Yala,Green Gram,Development,18,Loamy,6.31,14.0,1.05,0.55,35.0,23.3,29.1,56.2,91.3,7.1,12.0,Furrow/Surface,River/Canal Diversion,1.09,No,13.6,5.66,0.75,6.0,10.8
1843,Trincomalee,Dry,Yala,Green Gram,Mid-season,22,Loamy,5.73,14.75,0.39,0.45,34.5,24.6,29.5,57.8,65.6,7.6,12.6,Furrow/Surface,River/Canal Diversion,1.09,No,6.0,5.16,1.05,72.4,131.7
1843,Trincomalee,Dry,Yala,Green Gram,Late-season,13,Loamy,6.34,13.86,1.26,0.57,34.6,23.8,29.2,61.5,33.9,8.5,13.3,Furrow/Surface,River/Canal Diversion,1.09,No,72.4,5.3,0.4,0.0,0.0
1844,Mannar,Dry,Yala,Tomato,Initial,20,Clay,5.74,36.75,1.27,1.06,35.3,25.8,30.6,69.8,94.7,9.2,13.6,Furrow/Surface,Rainfed,0.82,No,28.2,5.29,0.6,0.0,0.0
1844,Mannar,Dry,Yala,Tomato,Development,25,Clay,6.78,36.75,1.71,0.67,32.8,22.6,27.7,67.2,39.8,7.9,11.8,Furrow/Surface,Rainfed,0.82,No,0.0,5.07,0.9,41.8,76.1
1844,Mannar,Dry,Yala,Tomato,Mid-season,35,Clay,5.99,36.31,1.92,1.11,35.0,24.3,29.7,73.6,82.2,8.6,12.9,Furrow/Surface,Rainfed,0.82,No,41.8,5.35,1.15,67.4,122.5
1844,Mannar,Dry,Yala,Tomato,Late-season,20,Clay,6.75,36.23,1.67,1.27,32.6,24.7,28.6,56.4,30.9,8.5,13.1,Furrow/Surface,Rainfed,0.82,No,67.4,4.5,0.8,25.1,45.6
1845,Hambantota,Dry,Maha,Big Onion,Initial,15,Sandy Loam,5.98,13.17,0.62,0.47,33.6,21.3,27.4,74.7,84.6,6.9,11.3,Furrow/Surface,Rainfed,0.54,Yes,10.8,5.52,0.7,0.0,0.0
1845,Hambantota,Dry,Maha,Big Onion,Development,25,Sandy Loam,5.48,16.69,0.56,0.44,32.1,24.6,28.4,76.1,239.2,6.5,7.2,Furrow/Surface,Rainfed,0.54,Yes,0.0,4.3,0.9,0.0,0.0
1845,Hambantota,Dry,Maha,Big Onion,Mid-season,35,Sandy Loam,5.81,18.9,0.99,0.6,31.4,22.6,27.0,74.7,111.6,6.5,11.5,Furrow/Surface,Rainfed,0.54,Yes,0.0,4.25,1.05,23.4,42.5
1845,Hambantota,Dry,Maha,Big Onion,Late-season,20,Sandy Loam,5.85,18.9,0.81,0.55,32.6,23.7,28.2,81.7,24.7,5.7,10.1,Furrow/Surface,Rainfed,0.54,Yes,23.4,4.25,0.75,18.4,33.4
1846,Hambantota,Dry,Maha,Maize,Initial,20,Loamy,6.26,17.08,0.76,0.39,29.6,22.6,26.1,72.8,175.2,7.1,10.2,Furrow/Surface,Rainfed,2.08,No,16.4,4.05,0.3,0.0,0.0
1846,Hambantota,Dry,Maha,Maize,Development,30,Loamy,6.01,23.58,1.34,0.67,32.5,22.5,27.5,77.6,57.9,7.3,4.2,Furrow/Surface,Rainfed,2.08,No,0.0,4.83,0.75,33.8,61.4
1846,Hambantota,Dry,Maha,Maize,Mid-season,35,Loamy,5.97,22.63,1.51,0.6,30.8,23.8,27.3,73.7,229.9,6.6,9.1,Furrow/Surface,Rainfed,2.08,No,33.8,3.76,1.2,0.0,0.0
1846,Hambantota,Dry,Maha,Maize,Late-season,15,Loamy,6.32,23.55,1.4,0.95,31.0,22.5,26.8,78.9,64.7,7.1,5.9,Furrow/Surface,Rainfed,2.08,No,0.0,4.02,0.6,0.0,0.0
1847,Batticaloa,Dry,Yala,Chili,Initial,25,Sandy Loam,5.42,13.55,0.64,0.62,35.6,25.7,30.7,73.9,11.5,7.9,9.8,Drip,River/Canal Diversion,0.49,Yes,30.6,5.36,0.6,56.5,62.8
1847,Batticaloa,Dry,Yala,Chili,Development,35,Sandy Loam,5.29,13.67,0.9,0.44,32.8,23.4,28.1,59.2,120.9,8.3,11.6,Drip,River/Canal Diversion,0.49,Yes,56.5,4.83,0.85,31.5,35.0
1847,Batticaloa,Dry,Yala,Chili,Mid-season,60,Sandy Loam,4.36,15.51,0.62,0.56,33.8,22.7,28.2,68.7,132.4,8.3,16.1,Drip,River/Canal Diversion,0.49,Yes,31.5,5.24,1.05,159.3,177.0
1847,Batticaloa,Dry,Yala,Chili,Late-season,30,Sandy Loam,5.99,16.5,1.25,0.61,34.1,23.2,28.6,69.3,88.7,6.5,13.1,Drip,River/Canal Diversion,0.49,Yes,159.3,5.38,0.9,33.4,37.1
1848,Kalutara,Wet,Yala,Big Onion,Initial,15,Sandy,4.84,8.28,0.83,0.46,29.5,23.9,26.7,82.2,100.9,5.8,8.4,Furrow/Surface,Minor Tank,1.04,Yes,26.5,3.71,0.7,0.0,0.0
1848,Kalutara,Wet,Yala,Big Onion,Development,25,Sandy,5.34,9.46,0.56,0.68,29.2,22.3,25.8,78.1,40.2,5.9,6.4,Furrow/Surface,Minor Tank,1.04,Yes,0.0,3.96,0.9,36.3,66.0
1848,Kalutara,Wet,Yala,Big Onion,Mid-season,35,Sandy,5.44,8.53,0.59,0.75,29.2,23.2,26.2,86.0,337.7,5.3,4.4,Furrow/Surface,Minor Tank,1.04,Yes,36.3,3.61,1.05,0.0,0.0
1848,Kalutara,Wet,Yala,Big Onion,Late-season,20,Sandy,4.84,10.71,0.65,0.19,27.2,22.3,24.7,75.5,352.3,6.5,9.5,Furrow/Surface,Minor Tank,1.04,Yes,0.0,3.19,0.75,0.0,0.0
1849,Kegalle,Wet,Yala,Green Gram,Initial,12,Clay,5.99,26.53,1.46,0.95,30.5,24.0,27.3,86.0,75.3,6.8,8.1,Rainfed,Rainfed,1.25,No,25.8,4.06,0.4,0.0,
1849,Kegalle,Wet,Yala,Green Gram,Development,18,Clay,5.74,28.11,1.85,0.7,30.0,23.5,26.7,81.5,36.3,7.0,5.9,Rainfed,Rainfed,1.25,No,0.0,3.94,0.75,8.3,
1849,Kegalle,Wet,Yala,Green Gram,Mid-season,22,Clay,5.93,27.69,0.86,0.8,29.4,25.1,27.2,79.5,346.8,5.9,10.4,Rainfed,Rainfed,1.25,No,8.3,3.18,1.05,0.0,
1849,Kegalle,Wet,Yala,Green Gram,Late-season,13,Clay,5.47,30.6,1.8,1.34,30.4,23.9,27.2,83.4,17.1,6.6,10.5,Rainfed,Rainfed,1.25,No,0.0,3.89,0.4,1.0,
1850,Matale,Intermediate,Maha,Chili,Initial,25,Clay,6.52,32.27,1.52,0.48,29.6,20.2,24.9,81.9,69.8,6.0,11.4,Rainfed,Agro-well,0.46,Yes,20.7,4.51,0.6,0.9,
1850,Matale,Intermediate,Maha,Chili,Development,35,Clay,5.99,32.96,1.87,0.45,27.9,20.4,24.2,83.3,164.7,7.4,10.9,Rainfed,Agro-well,0.46,Yes,0.9,3.75,0.85,0.0,
1850,Matale,Intermediate,Maha,Chili,Mid-season,60,Clay,6.6,32.86,1.03,0.67,27.7,19.2,23.4,81.2,117.7,5.7,10.7,Rainfed,Agro-well,0.46,Yes,0.0,3.65,1.05,79.4,
1850,Matale,Intermediate,Maha,Chili,Late-season,30,Clay,5.87,34.36,1.48,1.01,28.1,20.4,24.3,80.1,373.8,6.4,7.8,Rainfed,Agro-well,0.46,Yes,79.4,3.73,0.9,0.0,
1851,Ratnapura,Wet,Maha,Big Onion,Initial,15,Clay,6.88,31.32,1.25,0.97,28.7,22.6,25.6,79.0,86.6,6.2,9.5,Furrow/Surface,Agro-well,1.64,Yes,21.3,3.71,0.7,0.0,0.0
1851,Ratnapura,Wet,Maha,Big Onion,Development,25,Clay,7.54,32.55,1.53,0.83,28.9,23.2,26.1,83.7,162.6,5.7,6.0,Furrow/Surface,Agro-well,1.64,Yes,0.0,3.54,0.9,0.0,0.0
1851,Ratnapura,Wet,Maha,Big Onion,Mid-season,35,Clay,6.0,34.44,1.36,0.7,27.0,21.1,24.1,76.7,231.7,5.8,8.9,Furrow/Surface,Agro-well,1.64,Yes,0.0,3.23,1.05,0.0,0.0
1851,Ratnapura,Wet,Maha,Big Onion,Late-season,20,Clay,6.91,36.41,1.13,0.31,25.5,21.5,23.5,77.0,0.0,6.9,9.8,Furrow/Surface,Agro-well,1.64,Yes,0.0,2.54,0.75,21.3,38.7
1852,Polonnaruwa,Dry,Maha,Chili,Initial,25,Sandy Loam,6.19,12.5,0.83,0.6,31.4,22.9,27.1,77.0,144.5,8.2,13.0,Rainfed,Agro-well,1.17,Yes,15.4,4.53,0.6,0.0,
1852,Polonnaruwa,Dry,Maha,Chili,Development,35,Sandy Loam,5.43,17.25,0.83,0.46,33.2,21.6,27.4,72.0,94.7,6.8,6.9,Rainfed,Agro-well,1.17,Yes,0.0,5.01,0.85,43.7,
1852,Polonnaruwa,Dry,Maha,Chili,Mid-season,60,Sandy Loam,5.48,17.66,1.02,0.52,30.7,22.0,26.3,83.4,298.4,7.8,13.5,Rainfed,Agro-well,1.17,Yes,43.7,3.93,1.05,0.0,
1852,Polonnaruwa,Dry,Maha,Chili,Late-season,30,Sandy Loam,5.6,18.21,0.49,0.55,30.8,21.7,26.2,79.3,0.0,5.3,9.2,Rainfed,Agro-well,1.17,Yes,0.0,4.2,0.9,55.7,
1853,Ratnapura,Wet,Maha,Big Onion,Initial,15,Loamy,5.86,19.18,1.22,0.87,28.0,22.4,25.2,83.3,102.7,5.3,8.6,Drip,Agro-well,0.38,No,26.8,3.52,0.7,0.0,0.0
1853,Ratnapura,Wet,Maha,Big Onion,Development,25,Loamy,5.28,22.81,1.23,0.89,29.2,22.3,25.7,84.1,137.5,6.7,6.6,Drip,Agro-well,0.38,No,0.0,3.89,0.9,0.0,0.0
1853,Ratnapura,Wet,Maha,Big Onion,Mid-season,35,Loamy,6.82,23.65,1.7,0.36,25.9,22.1,24.0,79.0,114.8,5.7,5.0,Drip,Agro-well,0.38,No,0.0,2.62,1.05,0.0,0.0
1853,Ratnapura,Wet,Maha,Big Onion,Late-season,20,Loamy,5.01,22.64,1.25,0.08,27.4,22.4,24.9,82.6,68.5,6.2,9.0,Drip,Agro-well,0.38,No,0.0,2.94,0.75,0.0,0.0
1854,Jaffna,Dry,Yala,Green Gram,Initial,12,Clay,6.45,29.6,1.77,0.41,33.0,21.7,27.3,61.0,68.4,8.3,12.4,Rainfed,Agro-well,1.39,Yes,34.6,5.39,0.4,0.0,
1854,Jaffna,Dry,Yala,Green Gram,Development,18,Clay,6.28,29.64,1.49,1.39,34.0,23.4,28.7,54.8,23.4,8.5,11.0,Rainfed,Agro-well,1.39,Yes,0.0,5.34,0.75,27.4,
1854,Jaffna,Dry,Yala,Green Gram,Mid-season,22,Clay,6.02,27.83,1.46,0.55,33.0,25.3,29.1,68.4,34.0,7.8,10.3,Rainfed,Agro-well,1.39,Yes,27.4,4.54,1.05,38.7,
1854,Jaffna,Dry,Yala,Green Gram,Late-season,13,Clay,6.64,24.7,0.88,0.88,32.2,23.0,27.6,64.0,47.5,7.2,14.6,Rainfed,Agro-well,1.39,Yes,38.7,4.76,0.4,0.0,
1855,Puttalam,Dry,Yala,Paddy (Rice),Initial,20,Clay,5.67,34.56,1.05,0.98,33.8,25.3,29.6,68.1,13.9,6.6,10.8,Furrow/Surface,River/Canal Diversion,0.27,Yes,50.4,4.86,1.05,56.7,103.0
1855,Puttalam,Dry,Yala,Paddy (Rice),Development,30,Clay,6.06,32.7,0.99,0.68,34.3,23.7,29.0,53.2,40.7,9.6,16.2,Furrow/Surface,River/Canal Diversion,0.27,Yes,56.7,5.28,1.1,93.5,169.9
1855,Puttalam,Dry,Yala,Paddy (Rice),Mid-season,40,Clay,6.7,32.41,1.65,0.6,34.5,23.8,29.1,71.9,26.4,8.0,16.7,Furrow/Surface,River/Canal Diversion,0.27,Yes,93.5,5.22,1.2,144.2,262.2
1855,Puttalam,Dry,Yala,Paddy (Rice),Late-season,25,Clay,6.27,33.32,1.29,0.88,34.7,25.4,30.0,73.4,5.7,7.4,11.0,Furrow/Surface,River/Canal Diversion,0.27,Yes,144.2,5.02,0.95,66.4,120.8
1856,Mullaitivu,Dry,Yala,Paddy (Rice),Initial,20,Clay,7.2,28.46,1.43,0.95,32.8,24.3,28.6,66.6,95.7,8.6,7.1,Drip,Minor Tank,0.86,No,50.7,4.79,1.05,19.8,21.9
1856,Mullaitivu,Dry,Yala,Paddy (Rice),Development,30,Clay,6.34,31.66,0.88,1.15,34.1,23.0,28.6,71.7,130.9,8.5,14.3,Drip,Minor Tank,0.86,No,19.8,5.39,1.1,46.0,51.1
1856,Mullaitivu,Dry,Yala,Paddy (Rice),Mid-season,40,Clay,6.77,32.64,1.42,0.78,33.7,24.9,29.3,71.0,36.7,7.2,15.0,Drip,Minor Tank,0.86,No,46.0,4.81,1.2,142.8,158.7
1856,Mullaitivu,Dry,Yala,Paddy (Rice),Late-season,25,Clay,6.52,31.41,1.64,0.67,34.2,23.7,29.0,58.5,114.5,8.2,15.1,Drip,Minor Tank,0.86,No,142.8,5.27,0.95,0.6,0.7
1857,Mannar,Dry,Maha,Maize,Initial,20,Sandy Loam,5.69,11.65,0.37,0.4,31.2,22.6,26.9,71.4,60.1,6.6,9.5,Sprinkler,Agro-well,0.6,No,25.2,4.5,0.3,0.0,0.0
1857,Mannar,Dry,Maha,Maize,Development,30,Sandy Loam,5.32,12.55,1.03,0.09,30.5,24.0,27.3,82.1,118.7,6.5,7.8,Sprinkler,Agro-well,0.6,No,0.0,3.75,0.75,0.0,0.0
1857,Mannar,Dry,Maha,Maize,Mid-season,35,Sandy Loam,5.29,12.19,0.72,0.98,29.7,23.0,26.3,84.3,261.4,6.0,7.2,Sprinkler,Agro-well,0.6,No,0.0,3.46,1.2,0.0,0.0
1857,Mannar,Dry,Maha,Maize,Late-season,15,Sandy Loam,5.19,14.34,1.14,0.32,32.1,23.2,27.6,86.8,161.6,8.3,4.3,Sprinkler,Agro-well,0.6,No,0.0,4.02,0.6,0.0,0.0
1858,Hambantota,Dry,Maha,Big Onion,Initial,15,Sandy Loam,5.26,12.42,0.96,0.65,30.5,22.8,26.7,68.6,0.0,5.7,6.4,Drip,Major Tank,0.21,Yes,25.3,4.27,0.7,34.6,38.4
1858,Hambantota,Dry,Maha,Big Onion,Development,25,Sandy Loam,6.0,9.99,0.57,0.46,32.5,20.9,26.7,74.5,237.3,5.4,6.7,Drip,Major Tank,0.21,Yes,34.6,5.14,0.9,0.0,0.0
1858,Hambantota,Dry,Maha,Big Onion,Mid-season,35,Sandy Loam,5.15,12.72,1.37,0.24,30.3,22.3,26.3,83.7,166.8,7.6,10.3,Drip,Major Tank,0.21,Yes,0.0,4.01,1.05,0.9,1.0
1858,Hambantota,Dry,Maha,Big Onion,Late-season,20,Sandy Loam,5.67,11.41,0.87,0.52,29.2,22.2,25.7,80.9,39.3,6.2,5.2,Drip,Major Tank,0.21,Yes,0.9,3.55,0.75,7.3,8.1
1859,Colombo,Wet,Yala,Chili,Initial,25,Loamy,6.57,21.23,1.05,0.68,30.7,23.2,27.0,88.9,243.2,6.8,11.7,Furrow/Surface,Minor Tank,0.17,No,19.9,4.29,0.6,0.0,0.0
1859,Colombo,Wet,Yala,Chili,Development,35,Loamy,6.01,26.25,1.21,0.47,29.6,24.1,26.9,84.4,363.8,6.4,13.2,Furrow/Surface,Minor Tank,0.17,No,0.0,3.58,0.85,0.0,0.0
1859,Colombo,Wet,Yala,Chili,Mid-season,60,Loamy,6.13,26.25,1.38,0.88,29.4,24.0,26.7,78.5,338.0,6.9,8.5,Furrow/Surface,Minor Tank,0.17,No,0.0,3.52,1.05,0.0,0.0
1859,Colombo,Wet,Yala,Chili,Late-season,30,Loamy,6.34,26.25,1.31,0.98,29.6,23.3,26.4,82.6,269.2,6.1,7.7,Furrow/Surface,Minor Tank,0.17,No,0.0,3.89,0.9,0.0,0.0
1860,Anuradhapura,Dry,Maha,Green Gram,Initial,12,Loamy,5.94,26.25,0.86,0.92,30.2,23.7,26.9,70.4,155.0,6.2,11.3,Furrow/Surface,Major Tank,1.08,No,15.1,3.95,0.4,0.0,0.0
1860,Anuradhapura,Dry,Maha,Green Gram,Development,18,Loamy,6.77,26.25,1.4,0.74,33.3,23.7,28.5,81.8,129.7,6.2,7.2,Furrow/Surface,Major Tank,1.08,No,0.0,4.86,0.75,0.0,0.0
1860,Anuradhapura,Dry,Maha,Green Gram,Mid-season,22,Loamy,6.43,25.12,1.67,0.43,30.8,23.1,26.9,75.0,125.1,7.6,13.1,Furrow/Surface,Major Tank,1.08,No,0.0,4.04,1.05,0.0,0.0
1860,Anuradhapura,Dry,Maha,Green Gram,Late-season,13,Loamy,6.4,24.95,1.39,0.95,32.7,21.6,27.2,73.7,109.0,6.1,8.0,Furrow/Surface,Major Tank,1.08,No,0.0,4.68,0.4,0.0,0.0
1861,Kegalle,Wet,Maha,Tomato,Initial,20,Clay,6.31,31.56,0.81,0.28,27.8,23.9,25.9,85.9,5.1,5.6,8.6,Furrow/Surface,Minor Tank,0.57,No,17.5,3.01,0.6,18.5,33.6
1861,Kegalle,Wet,Maha,Tomato,Development,25,Clay,5.9,28.61,1.06,0.92,28.0,22.6,25.3,79.8,207.4,7.0,4.0,Furrow/Surface,Minor Tank,0.57,No,18.5,3.33,0.9,0.0,0.0
1861,Kegalle,Wet,Maha,Tomato,Mid-season,35,Clay,4.91,30.49,1.14,0.79,26.7,22.2,24.4,87.1,202.0,7.5,6.7,Furrow/Surface,Minor Tank,0.57,No,0.0,2.83,1.15,0.0,0.0
1861,Kegalle,Wet,Maha,Tomato,Late-season,20,Clay,6.08,28.73,1.36,0.61,28.4,23.8,26.1,80.2,0.0,6.4,5.1,Furrow/Surface,Minor Tank,0.57,No,0.0,2.86,0.8,25.0,45.4
1862,Anuradhapura,Dry,Maha,Chili,Initial,25,Loamy,5.9,17.03,0.68,1.04,31.4,22.3,26.8,85.3,150.5,7.2,12.0,Furrow/Surface,Rainfed,1.57,Yes,15.5,4.63,0.6,0.0,0.0
1862,Anuradhapura,Dry,Maha,Chili,Development,35,Loamy,5.69,22.33,1.09,0.55,29.2,21.3,25.3,70.4,0.0,6.1,10.0,Furrow/Surface,Rainfed,1.57,Yes,0.0,3.91,0.85,82.3,149.7
1862,Anuradhapura,Dry,Maha,Chili,Mid-season,60,Loamy,5.49,22.76,1.58,1.1,32.2,20.9,26.6,86.0,191.2,5.8,8.5,Furrow/Surface,Rainfed,1.57,Yes,82.3,4.44,1.05,92.5,168.1
1862,Anuradhapura,Dry,Maha,Chili,Late-season,30,Loamy,5.31,26.25,0.94,0.9,29.1,22.1,25.6,79.0,193.7,6.5,8.0,Furrow/Surface,Rainfed,1.57,Yes,92.5,3.61,0.9,0.0,0.0
1863,Galle,Wet,Maha,Paddy (Rice),Initial,20,Loamy,6.4,19.14,0.58,0.8,29.1,22.1,25.6,85.7,28.5,3.7,4.0,Furrow/Surface,Minor Tank,0.75,No,76.0,3.96,1.05,48.9,88.9
1863,Galle,Wet,Maha,Paddy (Rice),Development,30,Loamy,6.5,20.39,1.22,0.74,26.8,24.0,25.4,75.2,0.0,6.6,9.4,Furrow/Surface,Minor Tank,0.75,No,48.9,2.42,1.1,49.6,90.2
1863,Galle,Wet,Maha,Paddy (Rice),Mid-season,40,Loamy,5.9,18.74,1.54,0.63,28.7,21.3,25.0,83.6,57.1,5.8,6.4,Furrow/Surface,Minor Tank,0.75,No,49.6,3.65,1.2,91.2,165.9
1863,Galle,Wet,Maha,Paddy (Rice),Late-season,25,Loamy,5.66,19.45,1.63,0.4,27.7,22.2,24.9,77.3,67.8,6.3,4.9,Furrow/Surface,Minor Tank,0.75,No,91.2,3.12,0.95,0.0,0.0
1864,Puttalam,Dry,Yala,Green Gram,Initial,12,Clay,5.69,28.71,1.91,0.67,33.8,24.4,29.1,72.2,49.1,7.0,10.1,Drip,River/Canal Diversion,0.32,Yes,22.8,5.08,0.4,0.0,0.0
1864,Puttalam,Dry,Yala,Green Gram,Development,18,Clay,5.68,28.2,1.31,0.5,34.4,24.4,29.4,64.5,0.0,7.9,19.2,Drip,River/Canal Diversion,0.32,Yes,0.0,5.25,0.75,35.1,39.0
1864,Puttalam,Dry,Yala,Green Gram,Mid-season,22,Clay,5.77,24.94,1.23,1.33,36.0,23.9,29.9,61.4,51.0,9.4,10.5,Drip,River/Canal Diversion,0.32,Yes,35.1,5.72,1.05,60.9,67.7
1864,Puttalam,Dry,Yala,Green Gram,Late-season,13,Clay,5.97,23.74,1.24,1.2,34.5,24.7,29.6,70.1,20.4,8.9,14.4,Drip,River/Canal Diversion,0.32,Yes,60.9,5.07,0.4,2.8,3.1
1865,Kegalle,Wet,Maha,Paddy (Rice),Initial,20,Sandy,5.3,8.02,0.5,0.41,28.8,22.6,25.7,74.8,135.2,6.4,8.9,Furrow/Surface,Agro-well,1.01,No,69.4,3.76,1.05,0.0,0.0
1865,Kegalle,Wet,Maha,Paddy (Rice),Development,30,Sandy,5.19,11.77,0.5,0.32,27.7,23.0,25.4,82.8,253.3,6.3,6.2,Furrow/Surface,Agro-well,1.01,No,0.0,3.11,1.1,0.0,0.0
1865,Kegalle,Wet,Maha,Paddy (Rice),Mid-season,40,Sandy,5.4,12.6,0.78,0.22,28.1,22.3,25.2,78.0,206.8,6.3,8.2,Furrow/Surface,Agro-well,1.01,No,0.0,3.21,1.2,0.0,0.0
1865,Kegalle,Wet,Maha,Paddy (Rice),Late-season,25,Sandy,4.92,12.6,0.85,0.41,27.6,22.5,25.1,79.1,9.7,5.8,8.4,Furrow/Surface,Agro-well,1.01,No,0.0,2.93,0.95,31.9,58.0
1866,Kegalle,Wet,Yala,Green Gram,Initial,12,Loamy,6.3,18.76,1.36,0.77,29.8,26.0,27.9,81.4,43.3,6.5,8.8,Drip,Minor Tank,0.46,Yes,12.4,3.14,0.4,0.0,0.0
1866,Kegalle,Wet,Yala,Green Gram,Development,18,Loamy,5.98,18.88,1.59,0.56,29.6,22.0,25.8,76.0,218.3,7.7,9.2,Drip,Minor Tank,0.46,Yes,0.0,4.17,0.75,0.0,0.0
1866,Kegalle,Wet,Yala,Green Gram,Mid-season,22,Loamy,5.68,23.88,1.19,0.66,29.7,24.3,27.0,77.3,287.7,6.2,11.7,Drip,Minor Tank,0.46,Yes,0.0,3.54,1.05,0.0,0.0
1866,Kegalle,Wet,Yala,Green Gram,Late-season,13,Loamy,5.91,25.28,0.34,0.5,29.3,24.9,27.1,83.8,41.7,6.1,7.6,Drip,Minor Tank,0.46,Yes,0.0,3.21,0.4,0.0,0.0
1867,Kegalle,Wet,Maha,Big Onion,Initial,15,Clay,6.41,32.58,1.39,0.93,28.2,22.3,25.2,82.6,74.0,7.0,9.0,Rainfed,River/Canal Diversion,0.67,No,29.0,3.62,0.7,0.0,
1867,Kegalle,Wet,Maha,Big Onion,Development,25,Clay,6.05,34.65,1.49,1.19,27.3,23.3,25.3,81.6,107.3,5.0,9.6,Rainfed,River/Canal Diversion,0.67,No,0.0,2.93,0.9,0.0,
1867,Kegalle,Wet,Maha,Big Onion,Mid-season,35,Clay,5.87,33.22,1.34,0.72,29.5,22.1,25.8,83.5,374.4,4.6,7.6,Rainfed,River/Canal Diversion,0.67,No,0.0,3.78,1.05,0.0,
1867,Kegalle,Wet,Maha,Big Onion,Late-season,20,Clay,5.17,36.07,1.29,0.54,28.7,20.7,24.7,76.8,134.5,5.9,5.8,Rainfed,River/Canal Diversion,0.67,No,0.0,3.68,0.75,0.0,
1868,Mullaitivu,Dry,Maha,Paddy (Rice),Initial,20,Loamy,6.18,18.55,1.52,0.34,32.1,21.7,26.9,82.2,128.7,7.9,3.3,Furrow/Surface,Major Tank,0.42,No,68.0,4.95,1.05,3.6,6.6
1868,Mullaitivu,Dry,Maha,Paddy (Rice),Development,30,Loamy,6.06,23.42,0.88,0.67,31.7,22.5,27.1,72.2,126.4,6.3,7.1,Furrow/Surface,Major Tank,0.42,No,3.6,4.45,1.1,27.3,49.7
1868,Mullaitivu,Dry,Maha,Paddy (Rice),Mid-season,40,Loamy,6.07,24.78,0.8,0.1,33.2,22.1,27.6,77.5,76.1,7.7,6.9,Furrow/Surface,Major Tank,0.42,No,27.3,4.58,1.2,111.2,202.2
1868,Mullaitivu,Dry,Maha,Paddy (Rice),Late-season,25,Loamy,5.4,24.79,1.27,0.76,31.9,23.0,27.5,84.0,178.3,6.9,8.6,Furrow/Surface,Major Tank,0.42,No,111.2,3.96,0.95,0.0,0.0
1869,Kandy,Wet,Maha,Maize,Initial,20,Sandy,5.08,7.53,0.39,0.62,27.0,22.6,24.8,79.7,173.5,5.8,4.7,Rainfed,River/Canal Diversion,1.49,No,22.3,3.08,0.3,0.0,
1869,Kandy,Wet,Maha,Maize,Development,30,Sandy,4.84,12.6,0.81,0.31,26.4,22.6,24.5,79.0,282.4,6.5,10.1,Rainfed,River/Canal Diversion,1.49,No,0.0,2.73,0.75,0.0,
1869,Kandy,Wet,Maha,Maize,Mid-season,35,Sandy,5.57,12.6,0.46,0.08,28.5,22.1,25.3,80.4,157.4,6.5,8.6,Rainfed,River/Canal Diversion,1.49,No,0.0,3.4,1.2,0.0,
1869,Kandy,Wet,Maha,Maize,Late-season,15,Sandy,5.41,12.6,0.75,0.45,27.7,22.4,25.0,90.1,23.4,5.4,6.7,Rainfed,River/Canal Diversion,1.49,No,0.0,2.99,0.6,0.0,
1870,Polonnaruwa,Dry,Maha,Green Gram,Initial,12,Sandy,4.86,7.75,0.42,0.14,29.7,22.9,26.3,76.8,19.6,7.0,6.9,Furrow/Surface,Major Tank,0.39,No,11.0,3.99,0.4,0.0,0.0
1870,Polonnaruwa,Dry,Maha,Green Gram,Development,18,Sandy,4.94,5.32,0.34,0.89,31.9,22.1,27.0,82.8,101.7,8.0,7.2,Furrow/Surface,Major Tank,0.39,No,0.0,4.76,0.75,0.0,0.0
